Date,AAPL,AXP,BA,HD,JNJ,KO,NKE,PFE,PG
2011-04-20,42.561615,41.551331,60.201508,31.085848,49.76569,24.99679,16.012573,14.856585,48.298512
2011-04-21,43.592056,41.64859,60.498219,30.971161,49.518375,25.007841,16.036577,14.419413,47.957424
2011-04-25,43.879192,41.595543,60.065182,30.774508,49.549294,24.956266,16.020576,14.674435,48.03323
2011-04-26,43.557247,41.639748,60.586433,30.487741,50.198505,24.65785,15.990577,14.710859,48.381901
2011-04-27,43.523693,42.099476,61.043518,30.577869,50.677692,24.683643,16.222557,15.031449,48.928341
2011-04-28,43.101067,42.895134,62.992279,30.700775,50.530846,24.83469,16.512535,15.177176,49.2952
2011-04-29,43.52121,43.390202,63.978626,30.43858,50.79364,24.853117,16.462534,15.279181,49.600903
2011-05-02,43.042664,43.894131,63.778156,30.602442,51.172333,24.948902,16.446539,15.315614,49.814896
2011-05-03,43.281315,44.115162,63.7621,30.602442,51.210976,25.007841,16.330551,14.893018,50.219955
2011-05-04,43.451599,43.938332,63.224808,30.471357,50.754978,24.853117,16.556534,15.038739,50.800812
2011-05-05,43.101067,43.779202,62.912037,30.323872,50.244888,24.573112,16.520533,14.856585,50.349873
2011-05-06,43.08989,44.38036,63.601723,30.307493,50.445839,24.646799,16.40254,14.973166,49.883678
2011-05-09,43.20673,44.371525,63.866356,30.282913,50.724068,24.665218,16.580523,15.009597,49.784328
2011-05-10,43.436684,44.353844,64.114975,30.536903,50.824554,24.808907,16.698513,15.199037,50.235241
2011-05-11,43.160736,44.053268,63.752182,30.504135,51.450562,24.801537,16.530529,15.162252,50.380459
2011-05-12,43.078701,43.796875,64.018211,30.553282,51.929779,25.166262,16.914501,15.36824,51.083584
2011-05-13,42.324192,43.752689,63.711884,30.323872,51.489231,25.118372,17.250463,15.390311,51.098869
2011-05-16,41.429234,44.265438,62.696102,30.299305,51.295998,24.989429,17.052483,15.434453,51.160007
2011-05-17,41.782238,44.87545,61.817371,30.643417,51.319195,25.048368,16.976492,15.552158,51.526855
2011-05-18,42.245892,45.140675,62.188213,30.692577,51.396481,25.162582,16.964489,15.581589,51.496281
2011-05-19,42.327923,45.812565,62.897636,30.635223,51.311459,25.221521,17.220469,15.471232,51.55743
2011-05-20,41.667889,45.255596,62.494537,30.356642,50.770439,25.162582,17.008492,15.221107,51.480999
2011-05-23,41.56596,45.193695,61.494892,30.168192,50.669971,24.864174,16.722509,15.14754,51.244064
2011-05-24,41.291264,44.698631,60.922543,29.946981,50.839996,24.856798,16.864498,15.096045,51.213509
2011-05-25,41.861794,44.566021,61.527138,30.012531,51.234173,24.65049,16.636522,15.28732,50.732014
2011-05-26,41.640541,44.804733,61.801254,29.652006,51.070461,24.573112,16.812506,15.375597,50.586803
2011-05-27,41.940102,45.202553,62.067284,29.49634,52.052723,24.503126,16.922495,15.397674,50.594444
2011-05-31,43.235306,45.618069,62.905712,29.725752,52.458111,24.613644,16.8885,15.78022,51.205853
2011-06-01,42.946945,44.123985,60.745155,29.004732,51.826641,24.595224,16.428539,15.48595,50.747299
2011-06-02,43.020264,44.283119,61.019257,28.75074,51.826641,24.329964,16.477272,15.449165,50.449245
2011-06-03,42.68964,43.56702,60.334019,28.373837,51.522602,24.142076,16.31686,15.331455,50.005966
2011-06-06,42.018421,43.124985,60.124424,28.095263,51.491428,24.101553,16.197063,15.257895,50.059464
2011-06-07,41.27261,43.22224,59.801949,28.128042,51.06266,24.020494,16.629557,15.257895,49.723183
2011-06-08,41.297478,42.523815,59.535873,27.939583,51.561584,24.094183,16.264071,15.213752,49.562695
2011-06-09,41.204254,42.727154,59.801949,28.128042,52.060528,24.274702,16.379808,15.265245,49.684978
2011-06-10,40.509418,42.205551,58.600735,27.423407,51.522602,24.0905,16.174734,14.794417,49.448051
2011-06-13,40.59642,42.647598,58.802284,27.456167,51.912399,24.340933,16.347322,15.051903,49.501534
2011-06-14,41.322334,42.56802,60.172775,28.686172,52.309998,24.524094,16.698591,15.140185,49.493916
2011-06-15,40.615063,41.798882,59.535873,27.967989,51.577198,24.284868,16.322956,14.85327,48.729633
2011-06-16,40.417431,42.79789,59.664894,28.479799,51.70192,24.479237,16.302652,14.890053,49.111778
2011-06-17,39.808365,42.877453,59.785809,28.504559,51.678535,24.527826,16.469147,14.904771,49.440407
2011-06-20,39.194321,43.213383,60.076031,28.702675,51.850037,24.606325,16.899609,14.912123,49.746117
2011-06-21,40.434834,43.805714,59.640694,29.247513,51.834438,24.767046,17.159512,15.029836,49.081207
2011-06-22,40.100464,44.070946,58.141235,28.834764,51.507027,24.819387,16.639711,14.919483,48.958908
2011-06-23,41.171936,43.505138,57.43985,29.429119,51.195183,24.288607,16.688442,15.19168,48.500355
2011-06-24,40.56535,42.736004,57.44791,28.958588,50.719646,24.269911,16.48336,14.772347,47.835445
2011-06-27,41.27261,43.796875,57.738121,29.057652,50.867775,24.374571,16.572704,14.838559,48.011223
2011-06-28,41.672867,44.044426,58.117027,29.767584,51.382305,24.681078,18.253931,15.118114,47.934799
2011-06-29,41.521217,45.18013,58.624931,29.70154,51.694115,24.935259,18.229565,15.206392,47.804882
2011-06-30,41.723824,45.872211,59.600388,29.899656,51.85783,25.152048,18.270174,15.154898,48.584427
2011-07-01,42.667267,46.440071,59.874477,30.320652,52.465908,25.451077,18.643785,15.265245,49.119411
2011-07-05,43.434196,46.43121,59.77774,30.205105,52.715382,25.529573,18.627541,15.28732,49.111778
2011-07-06,43.723812,46.812721,60.253399,30.188583,52.660816,25.615541,18.751394,15.28732,49.448051
2011-07-07,44.400017,47.54916,61.261108,30.584816,52.94923,25.697783,19.017385,14.882696,49.639103
2011-07-08,44.711998,47.08778,60.519424,30.229849,52.676388,25.67161,18.932104,14.831198,49.623837
2011-07-11,44.002254,46.37796,59.132813,30.015238,52.442501,25.454823,18.564596,14.742918,49.463329
2011-07-12,43.971165,46.493317,57.988018,29.808853,52.255417,25.361364,18.523991,14.713493,49.318127
2011-07-13,44.501926,46.094025,58.181507,29.825365,52.723167,25.439865,18.690479,14.706133,49.402187
2011-07-14,44.470867,45.588284,57.391476,29.685036,52.746571,25.29409,18.672213,14.647285,49.371613
2011-07-15,45.359615,45.969814,57.464035,29.643747,52.582848,25.241758,18.619413,14.529569,49.547413
2011-07-18,46.463387,45.54393,56.069366,29.462145,52.302197,25.088507,18.404186,14.448649,49.333412
2011-07-19,46.842503,45.969814,56.859406,29.808853,52.013763,25.910835,18.424492,14.669352,49.379261
2011-07-20,48.091732,46.218243,58.100906,30.056507,51.639553,25.742634,18.396059,14.639927,49.467869
2011-07-21,48.140202,46.653015,58.761967,30.312412,51.818859,25.918312,18.647842,14.787057,49.691326
2011-07-22,48.887249,46.351334,58.584599,30.147308,52.013763,26.064093,18.621452,14.764989,49.50639
2011-07-25,49.533596,45.969814,57.488228,30.254623,51.64735,25.888411,18.463068,14.573709,48.782104
2011-07-26,50.143917,45.756866,56.561115,30.039995,51.390083,25.862242,18.34124,14.441294,48.612579
2011-07-27,48.798988,44.789738,56.940022,29.412603,50.852169,25.67535,18.014339,14.198518,47.926819
2011-07-28,48.703278,44.851837,56.964211,29.016371,50.735222,25.720198,18.3717,14.242665,47.711071
2011-07-29,48.536709,44.399338,56.811028,28.834764,50.509151,25.421171,18.304693,14.161734,47.379738
2011-08-01,49.316074,44.381577,56.698181,28.27342,50.212921,25.316513,18.140226,13.985171,47.333519
2011-08-02,48.341572,43.050674,54.577927,27.092951,49.448921,25.069811,17.28133,13.345138,46.902016
2011-08-03,48.796501,43.352345,54.287704,27.200268,49.433331,25.566952,17.681337,13.412089,46.794144
2011-08-04,46.907146,41.560047,50.861481,26.168396,48.209381,24.602577,16.558489,12.913691,45.908031
2011-08-05,46.441017,41.88834,50.587368,25.375908,48.887634,24.957684,17.029556,13.010392,46.686268
2011-08-08,43.904057,38.188389,47.330429,23.881758,47.64809,24.340933,16.079298,12.392975,45.684574
2011-08-09,46.489487,40.903454,50.256836,24.888868,48.490047,24.924042,16.751387,13.09222,46.401169
2011-08-10,45.206718,37.975433,46.596336,23.535044,46.930882,23.907347,16.107723,12.683085,45.08358
2011-08-11,46.450958,39.989574,47.765099,24.806316,49.456722,24.845545,16.903673,13.248435,46.578384
2011-08-12,46.859905,39.829853,50.118862,25.243835,49.394356,25.095982,17.104681,13.285625,47.110065
2011-08-15,47.657909,40.655029,50.889923,25.97027,50.353233,25.492193,17.285391,13.642689,47.680248
2011-08-16,47.29372,39.829853,50.508457,27.340603,50.173931,25.48098,16.897579,13.620368,47.479916
2011-08-17,47.288746,40.690517,50.467873,27.579998,50.095985,25.895884,16.761541,13.754269,47.518444
2011-08-18,45.500076,39.288616,47.830036,26.548124,49.238434,25.327728,16.227524,13.174046,46.894306
2011-08-19,44.254585,39.457211,46.701847,26.316984,49.222847,25.081032,15.955439,13.144291,46.971355
2011-08-22,44.305542,39.572544,47.383625,26.647179,49.339783,25.144571,16.091484,13.151729,47.549267
2011-08-23,46.43853,41.187389,49.323448,27.332348,50.649479,25.813652,16.972702,13.568297,48.558659
2011-08-24,46.75922,42.660275,50.070156,28.372482,51.086044,26.045395,17.42144,13.679883,48.782104
2011-08-25,46.453445,42.669147,49.591286,27.934967,50.322056,25.406223,17.007227,13.360013,48.181095
2011-08-26,47.679043,43.015179,50.971085,28.067045,50.558022,25.60433,17.520931,13.545987,48.211918
2011-08-29,48.473324,43.077286,52.432037,28.058792,51.800724,26.064093,17.977793,14.044386,48.612579
2011-08-30,48.475811,43.174885,53.59269,27.917416,51.729946,26.112684,17.53718,14.044386,48.928505
2011-08-31,47.834419,44.106529,54.266354,27.759405,51.753551,26.33321,17.594027,14.118769,49.0672
2011-09-01,47.362076,43.920197,53.608925,27.38518,51.383877,26.33321,17.828865,14.066694,48.743568
2011-09-02,46.494469,43.041794,51.96941,26.761465,50.392841,26.067823,17.311813,13.731952,48.196507
2011-09-06,47.201733,42.642525,50.946743,26.653355,50.841164,25.951952,17.254141,13.873287,48.06551
2011-09-07,47.722546,44.346092,52.675529,27.335285,51.462521,26.464041,17.820618,14.141083,48.327492
2011-09-08,47.748665,43.946823,50.979198,26.994322,51.08498,26.602343,17.577557,13.999751,48.473896
2011-09-09,46.920807,41.950455,50.151333,26.503668,50.05463,25.929523,16.994583,13.598056,47.649422
2011-09-12,47.226597,42.110153,50.638309,26.902836,50.015312,25.933268,17.377733,13.575736,47.641731
2011-09-13,47.808315,42.500553,51.011662,27.160641,50.031048,26.18335,17.678486,13.63525,47.726482
2011-09-14,48.390045,43.467693,51.157764,27.89246,50.12542,26.437225,18.022497,13.69476,48.034695
2011-09-15,48.844986,43.795986,52.204777,28.507868,50.652409,26.910872,18.135796,13.754269,48.373718
2011-09-16,49.782204,44.470306,53.065113,28.782307,50.801838,26.990446,18.492168,13.501354,49.568047
2011-09-19,51.165661,43.192631,52.066799,28.566088,50.447903,26.710047,18.580744,13.434402,49.167377
2011-09-20,51.391888,43.716133,51.587929,28.948624,50.510818,26.770672,18.428312,13.568297,49.375408
2011-09-21,51.229061,42.793358,49.526363,28.141956,49.653511,26.251556,17.662008,13.270751,48.558659
2011-09-22,49.946285,41.373718,47.659588,27.484972,48.701813,25.698334,17.340656,13.010392,47.133167
2011-09-23,50.254547,41.214001,48.300785,28.04216,48.442261,25.54677,18.259396,12.980639,47.194817
2011-09-26,50.114086,42.198887,50.329891,28.275011,49.30743,26.054508,18.397408,13.21868,48.188801
2011-09-27,49.628071,41.772999,50.954842,28.175217,50.196209,26.361441,18.659021,13.2038,48.743568
2011-09-28,49.348396,41.231747,50.256844,27.942366,49.747894,25.789272,18.224379,13.062464,48.335205
2011-09-29,48.547901,41.453575,50.622082,28.100372,50.259129,26.164408,18.125496,13.374892,49.082607
2011-09-30,47.398132,39.83873,49.112423,27.335285,50.093971,25.599817,17.614632,13.151729,48.681934
2011-10-03,46.562832,38.5788,47.278103,26.270815,48.827648,24.788925,17.107882,12.891374,48.41996
2011-10-04,46.3018,38.534431,48.000473,27.00263,48.898438,24.71693,17.659948,13.084785,48.828346
2011-10-05,47.016529,38.676991,48.666019,27.302023,49.04002,24.830605,18.086357,13.374892,48.805233
2011-10-06,46.907146,39.585773,49.899723,27.759405,49.401821,24.777548,18.391232,13.560859,49.01326
2011-10-07,45.966179,38.694805,50.167557,28.208479,49.653511,24.970804,18.158455,13.717074,49.244423
2011-10-10,48.329144,40.494564,51.96941,28.823879,50.675999,25.349722,18.687862,14.074133,49.930187
2011-10-11,49.756107,40.77076,51.920712,28.865459,50.306335,25.311831,18.50865,14.022059,49.752975
2011-10-12,49.992271,41.902294,52.204777,28.873779,50.597343,25.569504,18.908276,13.999751,49.999542
2011-10-13,50.767899,41.278614,51.563587,28.615973,50.518692,25.539185,18.994797,13.955113,49.81461
2011-10-14,52.454659,41.073689,51.855778,29.148216,50.904095,25.709703,19.151354,14.163398,49.999542
2011-10-17,52.204826,40.200535,50.143204,28.815559,50.172634,25.387619,18.749664,13.903046,49.514111
2011-10-18,52.484486,41.590458,51.514885,29.896677,50.668125,25.289099,18.844419,14.11133,50.022659
2011-10-19,49.548523,41.100422,51.222694,29.439278,49.268108,25.398983,18.805281,13.992311,50.298416
2011-10-20,49.137074,41.153877,50.719482,29.713713,49.181591,25.43309,18.928883,13.9328,50.562542
2011-10-21,48.833797,43.17638,52.423923,30.653439,50.164745,25.838531,19.435627,14.178278,51.471405
2011-10-24,50.437267,44.4772,52.553791,30.520378,50.911964,25.717281,19.583944,14.401445,50.780045
2011-10-25,49.442863,44.031708,51.7178,29.971518,50.093971,25.368671,19.312027,14.036942,50.111988
2011-10-26,49.794636,44.949409,54.022846,30.395636,50.723183,25.565706,19.406786,14.341934,50.453773
2011-10-27,50.30302,46.383873,54.777687,30.952831,51.517574,25.982519,19.740494,14.758502,50.694592
2011-10-28,50.335346,46.419514,55.32959,30.038046,51.596233,26.118933,19.930012,14.743625,50.282883
2011-10-31,50.314209,45.10088,53.397896,29.771925,50.644535,25.887793,19.84762,14.327052,49.708057
2011-11-01,49.286236,43.648598,51.271385,29.555702,49.850143,25.402773,19.338802,14.379124,48.713726
2011-11-02,49.398117,44.833584,52.269711,29.929935,50.05463,25.67938,19.557159,14.527902,48.830254
2011-11-03,50.101658,46.045307,53.722565,30.312481,50.605186,26.012833,19.709597,14.788252,49.102131
2011-11-04,49.749886,45.599823,53.406013,30.262581,50.432163,25.683178,19.441805,14.624602,48.962307
2011-11-07,49.686493,45.662193,53.803715,31.052616,50.33778,25.846107,19.322325,14.929591,49.296333
2011-11-08,50.494438,45.742374,54.440849,31.551582,51.014198,26.012833,19.656038,15.087381,49.878944
2011-11-09,49.133354,43.844612,52.725521,30.902925,49.968113,25.398983,19.025692,14.531374,48.721508
2011-11-10,47.882896,43.737698,52.954224,30.936186,50.432163,25.5354,19.347042,14.869485,49.125435
2011-11-11,47.808315,44.878136,54.661377,31.651384,51.32095,25.812004,19.806412,15.019756,49.630371
2011-11-14,47.142071,44.058445,55.494534,31.809376,51.053528,25.686966,19.72402,14.869485,48.977833
2011-11-15,48.331619,44.503922,55.494534,31.6597,51.116447,25.766539,19.765215,14.929595,49.37402
2011-11-16,47.826946,42.873455,54.187611,31.468431,50.652409,25.391411,19.301722,14.704186,49.156513
2011-11-17,46.912113,41.60828,53.983421,31.28546,50.290596,25.243628,18.928883,14.629045,48.892395
2011-11-18,46.605091,41.768646,55.102451,31.50168,50.219795,25.5354,19.10603,14.67413,49.125435
2011-11-21,45.867996,41.038052,53.550503,30.819763,49.504059,24.989746,18.757898,14.245854,47.89809
2011-11-22,46.800247,40.9846,52.562157,30.853024,49.472603,24.997332,18.875313,14.200768,47.921375
2011-11-23,45.616905,40.182728,50.936695,30.370687,48.756874,24.580523,18.731117,13.86266,47.432011
2011-11-25,45.191799,40.093616,51.279739,30.329111,48.637783,24.531258,18.597221,13.86266,47.38538
2011-11-28,46.75177,40.9935,53.084919,31.019348,49.511009,24.694195,19.550983,14.343533,48.348633
2011-11-29,46.388817,40.583664,53.30547,32.653706,49.83646,25.447742,19.54274,14.576451,48.57391
2011-11-30,47.507519,42.802174,56.10714,32.871628,51.376495,25.847589,19.812597,15.079864,50.1586
2011-12-01,48.219746,42.57943,57.97765,32.972195,51.162163,25.693802,19.919247,15.049816,49.777954
2011-12-02,48.439774,42.971462,58.239048,33.475071,50.384212,25.520792,20.128378,14.944624,50.228508
2011-12-05,48.851185,43.461475,58.067493,33.718136,50.29689,25.493881,20.201567,14.907053,50.368324
2011-12-06,48.595142,43.26548,57.887794,33.793579,50.400097,25.636137,20.128378,15.20008,50.368324
2011-12-07,48.363937,43.800064,57.667252,34.137215,51.162163,25.674582,20.053091,15.380411,50.671288
2011-12-08,48.559093,42.597256,57.316021,33.44994,50.630299,25.655361,19.904612,15.170026,50.080914
2011-12-09,48.927029,43.479313,58.753624,33.718136,51.225666,25.97831,20.427425,15.448031,50.469326
2011-12-12,48.705765,42.668537,57.912304,33.567287,50.415966,25.716871,20.274759,15.320301,49.956615
2011-12-13,48.329144,42.223042,57.912304,33.114685,50.29689,25.55924,19.877426,15.598306,50.282883
2011-12-14,47.257664,41.946831,57.128159,32.804573,50.153999,25.474659,19.739403,15.673445,50.06538
2011-12-15,47.102306,41.358814,57.675449,33.039253,50.804943,25.716871,19.674572,15.883825,50.484852
2011-12-16,47.36084,41.768646,58.002167,33.877392,51.043091,25.928329,19.588831,15.801171,50.601383
2011-12-19,47.508759,41.020233,57.307858,33.693008,50.431839,25.901417,19.528187,15.883825,50.453773
2011-12-20,49.216629,42.695263,59.170204,35.159733,51.217735,26.297411,19.580463,16.124256,51.106308
2011-12-21,49.278793,42.312149,60.109539,35.201641,51.567005,26.747238,20.149292,16.289564,51.269444
2011-12-22,49.539814,42.436878,60.68129,35.134575,51.741669,26.601135,19.829327,16.251989,51.417027
2011-12-23,50.133961,42.721985,60.419926,35.277081,52.376732,26.88949,20.264303,16.402266,51.789909
2011-12-27,50.531731,42.463608,60.664959,35.386032,52.408466,26.866415,20.446245,16.357183,51.88311
2011-12-28,50.04821,41.848831,59.839993,34.807716,51.95599,26.724169,20.166023,16.176863,51.688911
2011-12-29,50.35648,42.338875,60.534286,35.210022,52.297333,26.974072,20.38142,16.312101,52.022934
2011-12-30,50.341557,42.02702,59.913517,35.235168,52.059196,26.901026,20.153469,16.259506,51.820969
2012-01-03,51.115936,43.114017,60.624138,35.318981,52.297333,26.966385,20.245491,16.507458,51.914185
2012-01-04,51.390648,43.14085,60.713974,35.821857,51.979813,26.797222,20.540352,16.357183,51.890888
2012-01-05,51.961189,43.641651,60.060532,36.115211,51.916298,26.670347,20.527805,16.229452,51.673367
2012-01-06,52.504375,43.167671,60.428097,36.207401,51.463821,26.501183,20.492254,16.206907,51.549088
2012-01-09,52.421093,43.274982,60.877342,36.232552,51.543198,26.501183,20.567533,16.394751,51.766582
2012-01-10,52.608791,43.525387,61.261253,36.48399,51.757523,26.658812,20.592636,16.484919,51.52578
2012-01-11,52.523026,43.775791,61.048882,36.425316,51.701954,26.166693,20.523623,16.454861,51.020851
2012-01-12,52.378838,44.401817,61.677841,36.36665,51.781353,25.97831,20.724382,16.522484,51.121838
2012-01-13,52.182446,44.500172,60.934521,36.46722,51.805172,25.75532,20.557081,16.409779,51.121838
2012-01-17,52.790268,44.911549,61.457272,36.659996,51.694027,25.893724,20.75366,16.484919,51.471405
2012-01-18,53.338432,45.215611,61.310246,37.615463,51.821041,25.985994,21.092445,16.507458,51.702389
2012-01-19,53.169384,45.564388,61.718651,38.059685,51.749596,25.932171,21.243019,16.409779,51.741539
2012-01-20,52.243343,44.750576,61.685993,37.305351,51.813091,26.178228,21.280657,16.454861,51.858986
2012-01-23,53.127125,44.214001,61.677841,37.615463,51.598766,26.347397,21.238834,16.312101,50.895893
2012-01-24,52.257015,44.026199,61.555309,37.682514,51.598766,26.105183,21.374765,16.274534,50.504379
2012-01-25,55.519905,44.866848,61.931049,37.93396,51.773403,26.308943,21.583897,16.319613,50.88023
2012-01-26,55.267567,44.696915,61.51445,37.674129,52.154434,26.147467,21.393585,16.251989,50.739281
2012-01-27,55.596966,44.580658,60.893688,37.607079,52.043316,25.928329,21.353848,16.139292,50.347778
2012-01-30,56.309212,43.927822,60.575134,37.523273,52.162392,25.936018,21.62154,16.214424,49.494293
2012-01-31,56.740505,44.840012,60.591457,37.204777,52.321159,25.962933,21.747011,16.079178,49.361176
2012-02-01,56.704494,45.269279,61.563473,37.271832,52.146515,26.085958,21.696817,16.177868,49.494293
2012-02-02,56.571476,45.752193,61.440948,37.263439,52.06712,26.078272,21.502337,16.026043,49.580433
2012-02-03,57.138283,46.726974,62.355782,37.858528,52.106812,26.174385,21.644537,16.09436,49.149765
2012-02-06,57.671532,46.333488,61.637001,37.883663,51.749596,26.155157,21.636169,15.904566,49.729202
2012-02-07,58.275627,46.619659,61.424599,38.101582,51.805172,26.355091,21.797201,15.98049,49.877964
2012-02-08,59.251369,46.181454,61.999756,37.858528,51.789276,26.270504,22.152714,15.950118,49.830986
2012-02-09,61.301102,46.780636,62.361275,37.942341,51.51144,26.132099,22.117157,16.048811,50.144203
2012-02-10,61.332165,46.333488,61.580723,37.99263,51.281231,26.120564,22.043964,15.98049,50.018906
2012-02-13,62.473228,46.565998,61.498566,38.495506,51.344749,26.31279,22.004236,16.170277,50.292969
2012-02-14,63.325947,46.467625,62.081902,38.604465,51.289177,26.489649,22.299109,16.193058,50.488728
2012-02-15,61.860443,46.074139,61.794338,38.311115,51.32093,26.297411,22.292824,16.026043,50.543537
2012-02-16,62.42477,47.281437,61.843643,38.495506,51.535259,26.474268,22.200811,16.193058,51.05249
2012-02-17,62.413586,47.272495,61.909367,39.149239,51.590828,26.54731,22.309555,16.086771,50.82542
2012-02-21,63.995934,47.263546,62.21339,39.325256,51.630516,26.458881,21.947769,16.109545,50.441746
2012-02-22,63.770935,47.209892,62.492733,39.031914,51.598766,26.624207,22.110891,16.21583,50.457397
2012-02-23,64.187332,47.102573,62.320194,39.350403,51.678146,26.5973,22.196629,15.965303,52.007763
2012-02-24,64.935638,47.692814,62.492733,39.375542,51.622086,26.528084,22.227999,16.079178,52.234837
2012-02-27,65.352058,48.452965,61.794338,39.333641,51.614082,26.46273,22.412025,16.139914,52.226997
2012-02-28,66.551537,48.077366,61.753273,39.585083,52.198704,26.470425,22.46641,16.109545,52.767273
2012-02-29,67.425362,47.299324,61.580723,39.870045,52.118607,26.85873,22.568876,16.041218,52.947384
2012-03-01,67.677681,47.907444,61.687527,39.777855,51.918404,26.75877,23.005505,16.31452,52.195702
2012-03-02,67.765923,47.388744,61.539661,39.735947,51.870342,26.5973,23.047888,16.25379,52.203537
2012-03-05,66.271889,47.370857,60.90699,39.719185,51.982475,26.616514,23.153872,16.322115,52.422771
2012-03-06,65.911377,46.270874,59.61702,39.120449,51.533993,26.435818,22.751154,16.147505,52.336636
2012-03-07,65.964828,46.744862,60.405796,39.963741,51.493958,26.447353,22.802027,16.223421,52.133045
2012-03-08,67.369415,47.352993,60.939857,40.326359,51.934406,26.631893,22.869848,16.291746,52.38361
2012-03-09,67.764725,47.576557,60.216831,40.562469,51.846325,26.724169,23.310715,16.306936,52.407097
2012-03-12,68.61367,47.191998,60.471523,40.9757,52.134628,26.970228,23.198374,16.352482,53.017853
2012-03-13,70.614899,48.515572,61.054882,41.439499,52.318832,27.407177,23.476042,16.709291,53.166626
2012-03-14,73.284874,50.214733,61.810776,41.717793,52.118607,27.395479,23.37855,16.64856,53.127476
2012-03-15,72.785179,50.724468,61.975121,41.490093,52.110611,27.438395,23.469675,16.633375,52.994358
2012-03-16,72.78643,50.572449,61.786133,41.363609,52.150654,27.37207,23.57354,16.656151,52.657677
2012-03-19,74.71682,51.216331,61.950466,41.178085,52.222733,27.465702,23.76642,16.61059,52.626347
2012-03-20,75.320923,50.89439,61.736843,41.641895,52.022503,27.539824,23.683748,16.549862,52.626347
2012-03-21,74.890816,51.019592,61.63002,41.987648,51.862335,27.746605,23.408216,16.52709,52.618523
2012-03-22,74.498055,51.234238,60.734447,41.89489,51.622086,27.863644,23.524792,16.496725,52.869072
2012-03-23,74.089111,51.198452,60.775524,41.776825,51.694168,27.890947,22.768112,16.565041,52.798611
2012-03-26,75.447708,52.459419,61.769703,42.274361,52.190689,28.050907,23.007624,16.823166,52.822105
2012-03-27,76.379951,52.065922,61.465706,42.198467,52.37487,28.039207,22.865608,17.08128,52.579376
2012-03-28,76.770241,52.81712,61.071316,42.08884,52.551071,28.34742,22.727839,17.012959,52.610683
2012-03-29,75.805679,51.770805,60.865917,42.08884,52.487003,28.796066,22.859255,17.020542,52.469738
2012-03-30,74.524162,51.74398,61.104168,42.426159,52.823345,28.874102,22.984306,17.195156,52.626347
2012-04-02,76.895775,51.87812,61.761501,42.156303,53.023552,28.924816,23.107239,17.149605,52.900406
2012-04-03,78.224541,52.398605,61.334263,42.164745,52.759281,28.776569,23.181425,17.111647,52.532375
2012-04-04,77.601814,51.483269,60.529053,42.038242,52.366879,28.65951,23.206854,16.99777,52.665501
2012-04-05,78.76651,52.138359,60.463318,42.687584,52.326824,28.66342,23.397615,16.959818,52.704651
2012-04-09,79.083466,51.294819,59.510231,42.653854,51.990475,28.429344,23.461197,16.739653,52.313137
2012-04-10,78.115189,50.415375,58.006657,41.625027,51.413868,28.097731,22.564638,16.694101,51.952953
2012-04-11,77.836761,51.106369,58.967953,41.953903,51.357822,28.136745,22.944033,16.663742,52.023422
2012-04-12,77.410393,52.084515,60.389374,42.696018,51.373833,28.175758,23.02882,16.640959,51.749378
2012-04-13,75.230179,51.4025,59.912838,42.9743,50.885323,28.066519,23.13903,16.587824,51.530121
2012-04-16,72.110222,51.896057,59.715626,43.589912,51.23769,28.261587,23.18778,16.686516,52.28965
2012-04-17,75.785782,52.210144,60.874126,43.876625,51.429893,28.850693,23.278923,16.937038,52.477589
2012-04-18,75.616753,52.084515,60.561924,43.691105,50.661076,28.936522,23.433643,17.043325,52.266163
2012-04-19,73.01889,51.662743,60.06073,43.480278,50.476902,28.799969,23.232286,16.959818,52.125217
2012-04-20,71.221497,51.55505,60.430458,43.39595,51.021461,28.920916,23.478157,17.126831,52.861263
2012-04-23,71.062386,51.4384,59.863533,43.092358,50.749161,28.749254,23.261972,16.990179,52.187855
2012-04-24,69.642883,51.716591,60.1511,43.201992,51.069511,28.917023,22.626101,17.179974,52.461903
2012-04-25,75.823074,52.865242,63.330788,43.775425,51.598068,29.233021,23.109354,17.369766,52.81884
2012-04-26,75.537201,53.475479,63.256836,43.741695,51.854336,29.537344,23.389139,17.506418,52.80304
2012-04-27,74.952972,53.99596,63.486874,43.809177,51.926403,29.896265,23.450607,17.521595,50.884224
2012-04-30,72.588791,54.031857,63.100746,43.67424,52.134628,29.775322,23.711313,17.384953,50.252499
2012-05-01,72.358841,54.713871,63.470459,44.121189,52.230732,30.0133,23.590494,17.293846,50.197227
2012-05-02,72.837395,54.785648,63.478683,44.450069,52.318832,30.103037,24.22212,17.202747,50.520988
2012-05-03,72.32029,54.61517,63.125385,44.247684,52.326824,30.212276,24.247555,17.1572,50.939491
2012-05-04,70.260635,53.933136,62.311954,43.817593,51.846325,30.040617,23.698595,16.990179,50.757877
2012-05-07,70.786446,53.933136,62.410561,43.336906,51.894375,30.149851,23.615932,17.043325,50.734184
2012-05-08,70.624855,53.744682,61.950466,42.687584,52.038528,30.095228,23.045774,17.020542,50.663124
2012-05-09,70.749161,53.358818,61.19838,42.257515,51.47794,29.954781,22.922838,17.212221,50.276199
2012-05-10,70.915718,53.322922,60.991787,42.687584,51.710194,30.200573,22.797783,17.503561,50.64732
2012-05-11,70.442146,53.520351,60.793427,42.45145,51.525986,30.223978,22.946156,17.365559,50.284092
